file_path,caption_nl
images/mol_0222.png,"Non-Markush molecular image. Contains 24 atoms, including 6 N atoms, 1 I atom. Contains 3 rings."
images/mol_0223.png,"Non-Markush molecular image. Contains 19 atoms, including 2 O atoms, 4 N atoms, 3 F atoms. Contains 2 rings."
images/mol_0224.png,"Non-Markush molecular image. Contains 29 atoms, including 5 O atoms, 4 N atoms. Contains 3 rings."
images/mol_0225.png,"Non-Markush molecular image. Contains 21 atoms, including 2 O atoms, 1 N atom, 2 Br atoms. Contains 3 rings."
images/mol_0226.png,"Non-Markush molecular image. Contains 18 atoms, including 2 O atoms, 3 N atoms. Contains 2 rings."
images/mol_0227.png,"Non-Markush molecular image. Contains 16 atoms, including 3 O atoms, 2 N atoms. Contains 1 ring."
images/mol_0228.png,"Non-Markush molecular image. Contains 38 atoms, including 10 O atoms, 1 N atom. Contains 4 rings."
images/mol_0229.png,"Non-Markush molecular image. Contains 27 atoms, including 3 O atoms, 2 N atoms, 1 S atom. Contains 2 rings."
images/mol_0230.png,"Non-Markush molecular image. Contains 17 atoms, including 1 O atom, 2 N atoms. Contains 3 rings."
images/mol_0231.png,"Non-Markush molecular image. Contains 27 atoms, including 5 O atoms, 3 N atoms. Contains 4 rings."
images/mol_0232.png,"Non-Markush molecular image. Contains 28 atoms, including 2 O atoms, 3 N atoms, 1 S atom, 2 F atoms. Contains 3 rings."
images/mol_0233.png,"Non-Markush molecular image. Contains 20 atoms, including 2 O atoms, 4 N atoms, 1 S atom. Contains 2 rings."
images/mol_0234.png,"Non-Markush molecular image. Contains 30 atoms, including 1 O atom, 3 N atoms. Contains 4 rings."
images/mol_0235.png,"Non-Markush molecular image. Contains 25 atoms, including 4 O atoms, 4 N atoms. Contains 1 ring."
images/mol_0236.png,"Non-Markush molecular image. Contains 37 atoms, including 4 O atoms, 4 N atoms, 2 S atoms. Contains 4 rings."
images/mol_0237.png,"Non-Markush molecular image. Contains 30 atoms, including 4 O atoms, 3 N atoms, 1 S atom, 1 Br atom. Contains 4 rings."
images/mol_0238.png,"Non-Markush molecular image. Contains 24 atoms, including 4 O atoms. Contains 1 ring."
images/mol_0239.png,"Non-Markush molecular image. Contains 21 atoms, including 4 O atoms, 4 N atoms, 1 S atom. Contains 2 rings."
images/mol_0240.png,"Non-Markush molecular image. Contains 15 atoms, including 2 O atoms, 2 N atoms. Contains 1 ring."
images/mol_0241.png,"Non-Markush molecular image. Contains 32 atoms, including 5 O atoms, 6 N atoms, 1 S atom, 1 F atom. Contains 3 rings."
images/mol_0242.png,"Non-Markush molecular image. Contains 59 atoms, including 9 O atoms, 2 N atoms, 3 Cl atoms, 1 P atom. Contains 1 ring."
images/mol_0243.png,"Non-Markush molecular image. Contains 20 atoms, including 2 O atoms, 1 N atom, 1 S atom, 1 Br atom. Contains 1 ring."
images/mol_0244.png,"Non-Markush molecular image. Contains 17 atoms, including 3 N atoms, 2 F atoms. Contains 3 rings."
images/mol_0245.png,"Non-Markush molecular image. Contains 23 atoms, including 4 O atoms, 5 N atoms. Contains 2 rings."
images/mol_0246.png,"Non-Markush molecular image. Contains 35 atoms, including 6 N atoms, 1 Cl atom, 1 I atom. Contains 6 rings."
images/mol_0247.png,"Non-Markush molecular image. Contains 29 atoms, including 3 O atoms, 3 N atoms, 3 F atoms. Contains 2 rings."
images/mol_0248.png,"Non-Markush molecular image. Contains 21 atoms, including 4 O atoms, 2 N atoms, 2 S atoms. Contains 2 rings."
images/mol_0249.png,"Non-Markush molecular image. Contains 20 atoms, including 1 O atom, 6 N atoms, 1 S atom. Contains 2 rings."
images/mol_0250.png,Non-Markush molecular image. Contains 10 atoms. Contains 3 rings.
images/mol_0251.png,"Non-Markush molecular image. Contains 15 atoms, including 4 O atoms, 2 I atoms. Contains 0 rings."
images/mol_0252.png,"Non-Markush molecular image. Contains 37 atoms, including 4 O atoms, 3 N atoms, 1 S atom. Contains 3 rings."
images/mol_0253.png,"Non-Markush molecular image. Contains 10 atoms, including 2 S atoms, 2 Br atoms. Contains 0 rings."
images/mol_0254.png,"Non-Markush molecular image. Contains 16 atoms, including 2 O atoms, 4 N atoms, 1 S atom. Contains 1 ring."
images/mol_0255.png,"Non-Markush molecular image. Contains 20 atoms, including 1 O atom, 3 N atoms, 2 Cl atoms. Contains 3 rings."
images/mol_0256.png,"Non-Markush molecular image. Contains 35 atoms, including 1 O atom, 4 N atoms, 1 Br atom. Contains 6 rings."
images/mol_0257.png,"Non-Markush molecular image. Contains 30 atoms, including 2 O atoms, 3 N atoms. Contains 5 rings."
images/mol_0258.png,"Non-Markush molecular image. Contains 38 atoms, including 3 O atoms, 5 N atoms, 3 F atoms. Contains 3 rings."
images/mol_0259.png,"Non-Markush molecular image. Contains 40 atoms, including 5 N atoms, 1 S atom, 1 Cl atom. Contains 6 rings."
images/mol_0260.png,"Non-Markush molecular image. Contains 28 atoms, including 2 O atoms, 3 N atoms, 1 Cl atom. Contains 4 rings."
images/mol_0261.png,"Non-Markush molecular image. Contains 16 atoms, including 6 O atoms. Contains 0 rings."
images/mol_0262.png,"Non-Markush molecular image. Contains 17 atoms, including 1 O atom, 2 N atoms. Contains 1 ring."
images/mol_0263.png,"Non-Markush molecular image. Contains 29 atoms, including 3 O atoms, 3 N atoms. Contains 3 rings."
images/mol_0264.png,"Non-Markush molecular image. Contains 36 atoms, including 4 O atoms, 3 N atoms. Contains 6 rings."
images/mol_0265.png,"Non-Markush molecular image. Contains 36 atoms, including 2 O atoms, 8 N atoms, 1 Cl atom. Contains 5 rings."
images/mol_0266.png,"Non-Markush molecular image. Contains 21 atoms, including 4 O atoms, 2 N atoms. Contains 1 ring."
images/mol_0267.png,"Non-Markush molecular image. Contains 25 atoms, including 4 O atoms, 1 N atom. Contains 3 rings."
images/mol_0268.png,"Non-Markush molecular image. Contains 26 atoms, including 3 O atoms, 1 N atom. Contains 4 rings."
images/mol_0269.png,"Non-Markush molecular image. Contains 14 atoms, including 1 O atom. Contains 2 rings."
images/mol_0270.png,"Non-Markush molecular image. Contains 46 atoms, including 3 O atoms, 7 N atoms, 2 F atoms, 1 I atom. Contains 6 rings."
images/mol_0271.png,"Non-Markush molecular image. Contains 18 atoms, including 2 O atoms, 2 N atoms, 1 S atom, 1 Cl atom. Contains 1 ring."
images/mol_0272.png,"Non-Markush molecular image. Contains 31 atoms, including 1 O atom, 7 N atoms. Contains 4 rings."
images/mol_0273.png,"Non-Markush molecular image. Contains 30 atoms, including 4 O atoms, 2 N atoms. Contains 3 rings."
images/mol_0274.png,"Non-Markush molecular image. Contains 117 atoms, including 33 O atoms, 9 N atoms. Contains 3 rings."
images/mol_0275.png,"Non-Markush molecular image. Contains 27 atoms, including 1 O atom, 6 N atoms, 3 F atoms. Contains 4 rings."
images/mol_0276.png,"Non-Markush molecular image. Contains 30 atoms, including 3 O atoms, 5 N atoms, 1 S atom, 3 F atoms. Contains 5 rings."
images/mol_0277.png,"Non-Markush molecular image. Contains 38 atoms, including 12 O atoms. Contains 5 rings."
images/mol_0278.png,Non-Markush molecular image. Contains 17 atoms. Contains 2 rings.
images/mol_0279.png,"Non-Markush molecular image. Contains 24 atoms, including 4 O atoms, 2 N atoms, 1 Cl atom. Contains 2 rings."
images/mol_0280.png,"Non-Markush molecular image. Contains 26 atoms, including 1 O atom, 5 N atoms, 3 F atoms. Contains 3 rings."
images/mol_0281.png,"Non-Markush molecular image. Contains 18 atoms, including 3 O atoms, 2 N atoms. Contains 3 rings."
images/mol_0282.png,"Non-Markush molecular image. Contains 19 atoms, including 2 O atoms, 2 N atoms, 1 Cl atom. Contains 2 rings."
images/mol_0283.png,"Non-Markush molecular image. Contains 35 atoms, including 2 O atoms, 5 N atoms, 1 S atom, 3 F atoms. Contains 5 rings."
images/mol_0284.png,"Non-Markush molecular image. Contains 14 atoms, including 2 O atoms, 1 N atom, 2 F atoms. Contains 1 ring."
images/mol_0285.png,"Non-Markush molecular image. Contains 39 atoms, including 4 O atoms, 5 N atoms, 1 F atom. Contains 5 rings."
images/mol_0286.png,"Non-Markush molecular image. Contains 26 atoms, including 3 O atoms, 2 N atoms, 1 Cl atom. Contains 2 rings."
images/mol_0287.png,"Non-Markush molecular image. Contains 22 atoms, including 3 O atoms, 2 N atoms. Contains 2 rings."
images/mol_0288.png,"Non-Markush molecular image. Contains 28 atoms, including 3 O atoms, 5 N atoms, 1 S atom. Contains 3 rings."
images/mol_0289.png,"Non-Markush molecular image. Contains 12 atoms, including 1 O atom. Contains 1 ring."
images/mol_0290.png,"Non-Markush molecular image. Contains 14 atoms, including 3 N atoms, 1 S atom. Contains 1 ring."
images/mol_0291.png,"Non-Markush molecular image. Contains 22 atoms, including 2 O atoms, 4 N atoms. Contains 2 rings."
images/mol_0292.png,"Non-Markush molecular image. Contains 28 atoms, including 6 N atoms. Contains 3 rings."
images/mol_0293.png,"Non-Markush molecular image. Contains 21 atoms, including 3 N atoms, 2 Cl atoms. Contains 2 rings."
images/mol_0294.png,"Non-Markush molecular image. Contains 16 atoms, including 3 O atoms, 2 N atoms. Contains 2 rings."
images/mol_0295.png,"Non-Markush molecular image. Contains 20 atoms, including 3 O atoms, 3 N atoms. Contains 3 rings."
images/mol_0296.png,"Non-Markush molecular image. Contains 19 atoms, including 1 O atom, 2 N atoms, 2 Br atoms. Contains 2 rings."
images/mol_0297.png,"Non-Markush molecular image. Contains 51 atoms, including 4 O atoms, 2 N atoms, 2 F atoms. Contains 5 rings."
images/mol_0298.png,"Non-Markush molecular image. Contains 12 atoms, including 2 O atoms, 1 N atom. Contains 0 rings."
images/mol_0299.png,"Non-Markush molecular image. Contains 47 atoms, including 2 O atoms, 4 N atoms, 1 S atom. Contains 10 rings."
